Column1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,pca1,pca2
96497,5QJ9xJkzWj8Kn5q5NjriGn,Noite Ilustrada,20 Super Sucessos Noite Ilustrada,Leva Meu Samba / Atire a Primeira Pedra / Ai Que Saudade de Amélia / Sei Que É Covardia / Pois É / Laranja Madura / Na Cadência do Samba,40,232027,False,0.656,0.82,2,-9.197,1,0.0319,0.548,0.000568,0.151,0.951,101.914,4,samba,0.46761656185914136,1.562049480417465
96498,2z9wlKb31r8uquVb5KuSfH,Noite Ilustrada,20 Super Sucessos Noite Ilustrada,Toalha de Mesa / Pedrinha de Cor / Idade de Fazer Bobagem / Marina / Balada Nº 7 / O Neguinho e a Senhorita / Volta por Cima,40,355403,False,0.63,0.76,2,-10.323,1,0.0497,0.337,0.00483,0.251,0.775,93.148,4,samba,0.3156320077048362,0.9693207728910622
71488,1Mf4ZMtbgDrFYvv1QZ69gm,Nonpoint,Metal,In the Air Tonight,0,271240,False,0.562,0.808,0,-4.836,1,0.0462,0.0118,0.158,0.137,0.196,99.956,4,metal,0.653665058803151,-1.0378231402992781
71490,3XgnTlLJymGvu9q18AgUt4,Nonpoint,Metal Lives!,In the Air Tonight,0,271240,False,0.562,0.808,0,-4.836,1,0.0462,0.0118,0.158,0.137,0.196,99.956,4,metal,0.653665058803151,-1.0378231402992781
64017,3QQjfFpoCa8qIDXfg8DaBQ,Norah Jones,Desayuno en calma,Come Away With Me,0,197453,False,0.354,0.126,0,-13.818,1,0.0323,0.87,0.0,0.151,0.17,80.567,4,jazz,-3.1224499320694212,0.3261418623715245
64018,13Cl3XIn5yPJwbVilbRPNb,Norah Jones,Holiday Favorites 2022,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,-0.2935579199705782,-0.3406772992321716
64019,3LzaKDsdKNFvDTiLjGV1Hj,Norah Jones,Jingle Bell Rock 2022,Christmas Don't Be Late,2,160293,False,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-05,0.108,0.265,66.377,4,jazz,-1.5646783798006443,0.44139193685781886
64020,3AQWkYhZm0okGpW5yTGxiA,Norah Jones,Rockin' Around The Christmas Tree 2022,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,-0.2935579199705782,-0.3406772992321716
64021,6lmmKOEjpbMr7RfC78PJvR,Norah Jones,Christmas 2022,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,-0.2935579199705782,-0.3406772992321716
64022,6Nn4pKqCL0m9bWQL2zdXf8,Norah Jones,Rock Christmas 2022 - The Very Best Of,Christmas Don't Be Late,0,160293,False,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-05,0.108,0.265,66.377,4,jazz,-1.5646783798006443,0.44139193685781886
64023,7i4ClHpiIbAf5Qfmj6jYJG,Norah Jones,All I Want For Christmas Is You,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,-0.2935579199705782,-0.3406772992321716
64024,2iYOGj0lCH9yWOlVNmh4Xu,Norah Jones,Christmas 2022,Christmas Don't Be Late,0,160293,False,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-05,0.108,0.265,66.377,4,jazz,-1.5646783798006443,0.44139193685781886
64025,5XXVagaaaeWjbjdwggIYu9,Norah Jones,Holidays Are Coming,Blue Christmas,0,204826,False,0.536,0.163,0,-10.566,1,0.0349,0.695,0.000239,0.126,0.233,66.72,4,jazz,-2.2462903872067246,0.8778894919109683
64026,3v6nuqte5aF8NyNAMr9Z8A,Norah Jones,Rockin' Around The Christmas Tree 2022,Christmas Don't Be Late,0,160293,False,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-05,0.108,0.265,66.377,4,jazz,-1.5646783798006443,0.44139193685781886
64027,5JG7sDluJPAh8zcW2JuxvS,Norah Jones,REGNIG DAG,I Think It's Going To Rain Today - Live,5,184066,False,0.461,0.0825,3,-12.457,1,0.0474,0.984,3.06e-05,0.704,0.194,104.138,3,jazz,-2.6777514393175714,0.2552131813503502
64028,24Ccvo6GDMJZKqHtFs954n,Norah Jones,Christmas Dinner,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,-0.2935579199705782,-0.3406772992321716
64029,5zjXQbSVqwdvLpecvDJdrj,Norah Jones,Christmas Dinner 2022,Christmas Don't Be Late,0,160293,False,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-05,0.108,0.265,66.377,4,jazz,-1.5646783798006443,0.44139193685781886
64030,0hyklxPQEAkEE7TmW6fneb,Norah Jones,Christmas Best Hits 2022,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,-0.2935579199705782,-0.3406772992321716
64031,0PImsyxnQ3H1P3yZRSRfv9,Norah Jones,Santa Claus Is Coming To Town,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,-0.2935579199705782,-0.3406772992321716
64032,4tAFgTwOs5mVJthAx3eMck,Norah Jones,Holidays Are Coming,Christmas Don't Be Late,0,160293,False,0.497,0.374,10,-6.941,1,0.028,0.751,5.82e-05,0.118,0.235,66.785,4,jazz,-1.5631535578966365,0.49326405168199083
64033,4b2jsFgwiua3iomixuDbJk,Norah Jones,A Merry Modern Christmas,The Christmas Waltz,0,197866,False,0.475,0.347,5,-6.538,1,0.213,0.776,0.00012,0.113,0.285,175.2,3,jazz,-0.9673095902928424,0.018903059843923188
64034,7GAuCTio7iNylO0JZY4nda,Norah Jones,Weihnachtssongs,Blue Christmas,0,204826,False,0.536,0.163,0,-10.566,1,0.0349,0.695,0.000239,0.126,0.233,66.72,4,jazz,-2.2462903872067246,0.8778894919109683
64035,6DBvBUP5xAytSocaBr05vD,Norah Jones,All I Want For Christmas Is You,Wintertime,0,228234,False,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,jazz,-1.9617837313166804,0.2806272739365143
64036,3YEAFK6avdUQECTTURkQoh,Norah Jones,Christmas Day Chill,Peace - First Sessions Demo,0,233173,False,0.46,0.0414,10,-17.252,1,0.0414,0.978,0.00035,0.108,0.056,80.349,3,jazz,-3.793471148127122,0.7350070721939159
64037,1zT20Rgscp6BAqMhMMFFtV,Norah Jones,Christmas Day Chill,December,0,185680,False,0.414,0.131,4,-12.817,1,0.0347,0.934,7.88e-05,0.11,0.112,143.778,4,jazz,-2.7188316324846817,0.14760726355416728
64038,2YujY0AUbWO6f6gyyf6pXI,Norah Jones,Christmas Best Hits 2022,Wintertime,0,228234,False,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,jazz,-1.9617837313166804,0.2806272739365143
64039,5eiNZ6Bta9NSU5AJ2Gfsd4,Norah Jones,Santa Claus Is Coming To Town,Wintertime,0,228234,False,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,jazz,-1.9617837313166804,0.2806272739365143
64040,1Jw2m5Qdqk0EG94UjSrmmG,Norah Jones,Weihnachtslieder 2022,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,-0.2935579199705782,-0.3406772992321716
64041,2KKsgm1YQKWC1fpPqz3dU4,Norah Jones,World's Best Christmas Playlist,Christmas Don't Be Late,0,160293,False,0.497,0.374,10,-6.941,1,0.028,0.751,5.82e-05,0.118,0.235,66.785,4,jazz,-1.5631535578966365,0.49326405168199083
64042,7Krx6Hsh1pC1gpfkKaV51q,Norah Jones,All I Want For Christmas Is You,Christmas Don't Be Late,0,160293,False,0.497,0.374,10,-6.941,1,0.028,0.751,5.82e-05,0.118,0.235,66.785,4,jazz,-1.5631535578966365,0.49326405168199083
64043,6ZMx2iR4mBPKDXThxyUWFI,Norah Jones,Christmas Best Hits 2022,Christmas Don't Be Late,0,160293,False,0.497,0.374,10,-6.941,1,0.028,0.751,5.82e-05,0.118,0.235,66.785,4,jazz,-1.5631535578966365,0.49326405168199083
64044,1QV4Q9NNlC09PaZrtzpSlr,Norah Jones,Weihnachten Playlist,Christmas Don't Be Late,0,160293,False,0.497,0.374,10,-6.941,1,0.028,0.751,5.82e-05,0.118,0.235,66.785,4,jazz,-1.5631535578966365,0.49326405168199083
64045,2YJ7Y1oJO1O9w4qnxoJWmK,Norah Jones,Santa Claus Is Coming To Town,Christmas Don't Be Late,0,160293,False,0.497,0.374,10,-6.941,1,0.028,0.751,5.82e-05,0.118,0.235,66.785,4,jazz,-1.5631535578966365,0.49326405168199083
64046,0dDiL61IhX9p8e5hjsuiK7,Norah Jones,All I Want For Christmas Is You,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz,-3.6364640647086985,1.063270416868831
64047,0bCs8cnCjM38ZB01jCGOFG,Norah Jones,Christmas Best Hits 2022,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz,-3.6364640647086985,1.063270416868831
64048,1xUuWDvTOwwhaj8CCLunhs,Norah Jones,Lonely Christmas 2022,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz,-3.6364640647086985,1.063270416868831
64049,01yZpKoKFXSzX2vQNYgvgy,Norah Jones,Alternative Christmas 2022,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz,-3.6364640647086985,1.063270416868831
64052,5j5a0uWJly5tOvBZiFJbxA,Norah Jones,ZEN 2022,And Then There Was You,0,185586,False,0.471,0.0845,10,-20.204,1,0.0305,0.956,0.147,0.0825,0.149,84.608,3,jazz,-4.042128948393115,0.7267052469691111
64054,429MLoev9mkgxvv3CJe0co,Norah Jones,Christmas 2022,I Dream Of Christmas,0,203906,False,0.409,0.71,6,-6.215,1,0.0398,0.15,0.285,0.171,0.376,107.566,4,jazz,-0.011649127074304383,-1.1456717693385852
64055,5uNnGViAuZIkoUhVwmFWlr,Norah Jones,Coffee Break,Shoot The Moon,1,237173,False,0.573,0.265,0,-12.436,1,0.027,0.903,0.00152,0.094,0.425,74.031,4,jazz,-2.2790996291443046,1.4742674068259722
64058,0Rs16msoj79XTObU9iEIqd,Norah Jones,JULMYS,December,0,185680,False,0.414,0.131,4,-12.817,1,0.0347,0.934,7.88e-05,0.11,0.112,143.778,4,jazz,-2.7188316324846817,0.14760726355416728
64059,4j4Gj9DGGf3z5XeoG7otgM,Norah Jones,Rock Christmas 2022 - The Very Best Of,I Dream Of Christmas,0,203906,False,0.409,0.71,6,-6.215,1,0.0398,0.15,0.285,0.171,0.376,107.566,4,jazz,-0.011649127074304383,-1.1456717693385852
64061,0D3VbWMK9GhdajZbbqRdqp,Norah Jones,Jingle Bell Rock 2022,Wintertime,1,228234,False,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,jazz,-1.9617837313166804,0.2806272739365143
64062,5lCZRY69UnWKdApn7kmpfG,Norah Jones,Christmas 2022,Wintertime,0,228234,False,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,jazz,-1.9617837313166804,0.2806272739365143
64063,77iEIVtfiVS10SfWevtuIY,Norah Jones,Christmas Songs 2022,Wintertime,0,228234,False,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,jazz,-1.9617837313166804,0.2806272739365143
64064,4hCepaOhXXxm3XTqHvPDJr,Norah Jones,Christmas Dinner 2022,I Dream Of Christmas,0,203906,False,0.409,0.71,6,-6.215,1,0.0398,0.15,0.285,0.171,0.376,107.566,4,jazz,-0.011649127074304383,-1.1456717693385852
64065,3siiSoWFWuwTOERUPAAvCY,Norah Jones,JULPYNTA,December,0,185680,False,0.414,0.131,4,-12.817,1,0.0347,0.934,7.88e-05,0.11,0.112,143.778,4,jazz,-2.7188316324846817,0.14760726355416728
64071,1yXt5zzy2Gcf9IhlepvfGh,Norah Jones,Best Christmas Songs 2022 | For under the Mistletoe,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,-0.2935579199705782,-0.3406772992321716
64073,53oBTbL9t13HAyxN12PDng,Norah Jones,Rock Christmas 2022 - The Very Best Of,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,-0.2935579199705782,-0.3406772992321716
64074,4i4yd6kbdea6vJdTa516dk,Norah Jones,Holiday Tunes 2022,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,-0.2935579199705782,-0.3406772992321716
64076,4EkUrEYfuH6rycfOg9zeYS,Norah Jones,Jingle Bell Rock 2022,I Dream Of Christmas,0,203906,False,0.409,0.71,6,-6.215,1,0.0398,0.15,0.285,0.171,0.376,107.566,4,jazz,-0.011649127074304383,-1.1456717693385852
64077,4yzE8wAu3EvPEVCnRoJAb1,Norah Jones,Holiday Anthems 2022,Christmas Don't Be Late,0,160293,False,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-05,0.108,0.265,66.377,4,jazz,-1.5646783798006443,0.44139193685781886
64078,356quoF2TOeYPEd31QYaSb,Norah Jones,Christmas Dinner 2022,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,-0.2935579199705782,-0.3406772992321716
64079,5QIxA1EalEnhkKHxg9qAg8,Norah Jones,Calm Christmas,December,0,185680,False,0.414,0.131,4,-12.817,1,0.0347,0.934,7.88e-05,0.11,0.112,143.778,4,jazz,-2.7188316324846817,0.14760726355416728
64080,6NKNayk2utB9a7Lv1x7Y1A,Norah Jones,Jingle Bell Rock 2022,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,-0.2935579199705782,-0.3406772992321716
64081,60cgjLoKezdGBRJN7gRMzw,Norah Jones,All I want For Christmas Is Music,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,-0.2935579199705782,-0.3406772992321716
64082,0pfvIu8AKvwEtd88Qvse8p,Norah Jones,All I Want For Christmas Is You,I Dream Of Christmas,0,203906,False,0.614,0.699,6,-6.238,1,0.0315,0.14,0.252,0.115,0.431,107.552,4,jazz,0.3144600685772242,-0.26789103507439815
64083,1NAvb7rxR26xGIC9jthaEu,Norah Jones,Un tecito y a mimir,The Nearness Of You,0,189906,False,0.388,0.0378,0,-16.173,1,0.045,0.979,0.00021,0.0947,0.205,166.882,3,jazz,-3.1522138359779888,0.3592274858441508
64084,1R8nyQttVCp1hGDQbaBpwY,Norah Jones,Christmas Best Hits 2022,I Dream Of Christmas,0,203906,False,0.614,0.699,6,-6.238,1,0.0315,0.14,0.252,0.115,0.431,107.552,4,jazz,0.3144600685772242,-0.26789103507439815
64085,6MjQxUVloSCCLmnJgVQ0A2,Norah Jones,Santa Claus Is Coming To Town,I Dream Of Christmas,0,203906,False,0.614,0.699,6,-6.238,1,0.0315,0.14,0.252,0.115,0.431,107.552,4,jazz,0.3144600685772242,-0.26789103507439815
64086,6pbhLLm1pujzVKaVVaPSIQ,Norah Jones,Weihnachten Musik,Blue Christmas,0,204826,False,0.536,0.163,0,-10.566,1,0.0349,0.695,0.000239,0.126,0.233,66.72,4,jazz,-2.2462903872067246,0.8778894919109683
64087,6JcWanfC5bkTQy4iXbeFKL,Norah Jones,Alternative Christmas 2022,I Dream Of Christmas,0,203906,False,0.614,0.699,6,-6.238,1,0.0315,0.14,0.252,0.115,0.431,107.552,4,jazz,0.3144600685772242,-0.26789103507439815
64088,7ad7ylxNmPqxmS8SJYEUeJ,Norah Jones,Calm Christmas,Peace - First Sessions Demo,0,233173,False,0.46,0.0414,10,-17.252,1,0.0414,0.978,0.00035,0.108,0.056,80.349,3,jazz,-3.793471148127122,0.7350070721939159
64089,127PerKvmbU6uTddgKjLJg,Norah Jones,Chill Christmas Dinner,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz,-3.6364640647086985,1.063270416868831
64090,1QSituq8TP7S5aJvdzwYcP,Norah Jones,Christmas Vibes But Not Christmas Songs,Wintertime,0,228234,False,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,jazz,-1.9617837313166804,0.2806272739365143
64091,5UImaIPLsLI79H2jfPk8IF,Norah Jones,Alternative Christmas 2022,Wintertime,0,228234,False,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,jazz,-1.9617837313166804,0.2806272739365143
64092,7FWvBjQqt9DEDilkq18Mv9,Norah Jones,All I want For Christmas Is Music,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz,-3.6364640647086985,1.063270416868831
64093,68oZTWrQDccWDf4y9UpBXk,Norah Jones,Slow Christmas Songs 2022,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz,-3.6364640647086985,1.063270416868831
64094,68GZkt7raDog1o6f0ytxe0,Norah Jones,pov: you bake cookies,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz,-3.6364640647086985,1.063270416868831
64095,1CNUT80xAt39lPKgSJEjxU,Norah Jones,Christmas Vibes But Not Christmas Songs,Peace - Live In NYC,0,244200,False,0.49,0.295,5,-13.793,0,0.0335,0.905,0.155,0.697,0.141,135.113,4,jazz,-2.2843814809225855,-0.44719029747470046
64096,7uki3SHvd09GpX4Fbq95Ui,Norah Jones,De ese gran pop de los 00's,Don't Know Why,0,186160,False,0.739,0.199,5,-11.763,1,0.028,0.88,1.27e-05,0.0591,0.628,88.467,4,jazz,-1.832758565760494,2.434800679962662
64097,3qLOC0YV0fWgZ9VTlSKbmU,Norah Jones,Weihnachten Musik,Christmas Don't Be Late,0,160293,False,0.497,0.374,10,-6.941,1,0.028,0.751,5.82e-05,0.118,0.235,66.785,4,jazz,-1.5631535578966365,0.49326405168199083
64098,7bdROC1GostP0gWqEP8P2h,Norah Jones,Christmas Dinner,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz,-3.6364640647086985,1.063270416868831
64099,1WmrZqiaAztoRBpE2WfmYL,Norah Jones,pov: you have a holly jolly christmas,Christmas Don't Be Late,0,160293,False,0.497,0.374,10,-6.941,1,0.028,0.751,5.82e-05,0.118,0.235,66.785,4,jazz,-1.5631535578966365,0.49326405168199083
64510,6jGnykaS6TkWp15utXSAeI,Norah Jones,Come Away With Me (Super Deluxe Edition),Come Away With Me,74,198226,False,0.436,0.141,0,-13.271,1,0.0308,0.902,2.81e-06,0.126,0.146,76.64,3,jazz,-3.024222403672813,0.5866858470458924
64600,1zNXF2svmdlNxfS5XeNUgr,Norah Jones,Come Away With Me (Super Deluxe Edition),Don't Know Why,76,186251,False,0.745,0.219,5,-11.216,1,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,4,jazz,-1.6741397346391993,2.3999225805723565
64727,7zkLpY72g6lKQbiHDqri1S,Norah Jones,Feels Like Home,Sunrise,73,200626,False,0.526,0.299,8,-13.797,1,0.031,0.941,0.097,0.106,0.679,156.848,4,jazz,-1.8624081278666793,1.2824326982963543
64832,1qzHqfvKrZWo6dVHM1dXrj,Norah Jones,Come Away With Me (Super Deluxe Edition),Turn Me On,69,154800,False,0.429,0.18,10,-10.694,1,0.0551,0.864,4.4e-06,0.104,0.485,170.645,3,jazz,-1.7834392206726772,0.6657555987146018
64970,2MKLbFPQ3QDXpQ0KnS06Kl,Norah Jones,Feels Like Home,Those Sweet Words,64,202640,False,0.798,0.234,2,-10.699,1,0.0317,0.875,0.000626,0.134,0.403,103.152,4,jazz,-1.648271634351581,1.958933829851567
71501,5UrZ1UfrJhyB7RMmWaRjXO,Northlane;PhaseOne,Crash & Burn,Crash & Burn,54,246400,False,0.227,0.861,8,-3.997,1,0.0628,0.000218,6.23e-06,0.155,0.143,74.824,1,metal,0.409677123160928,-1.9823221289301618
53469,0ZXdzaT1k688dkpNeEgQiV,NOTD;Astrid S,I Don't Know Why,I Don't Know Why,69,207667,False,0.499,0.898,8,-4.181,0,0.124,0.124,7.2e-06,0.0832,0.618,120.04,4,house,1.317732571238023,-0.22937747023473926
53799,0U46JyDnNIupaAixX8509d,NOTD;Felix Jaehn;Captain Cuts;Georgia Ku,Queda poco para la PAES,So Close,0,190302,False,0.665,0.894,10,-5.038,1,0.0672,0.149,8.83e-06,0.105,0.737,125.007,4,house,1.552269514388496,0.5494848639311339
53492,0OJN2A3Qyvd7pwSF0AIteC,NOTD;shy martin,Keep You Mine,Keep You Mine,68,174760,False,0.81,0.788,10,-3.663,1,0.0447,0.267,0.000172,0.196,0.845,135.991,4,house,1.7143602459637068,1.3207291749828005
86165,2HXk9m2RM9CwKiTlWl6z8R,"nothing,nowhere.",Tek It - New Noise,Pieces of You,0,182568,False,0.469,0.908,1,-3.15,1,0.0765,0.00223,0.0,0.0711,0.656,94.055,4,punk,1.4564756267109067,-0.24543704230660016
86168,3n9McysKwxw7VA3Ym3Kvxl,"nothing,nowhere.",Top of the Rock,Pieces of You,0,182568,False,0.469,0.908,1,-3.15,1,0.0765,0.00223,0.0,0.0711,0.656,94.055,4,punk,1.4564756267109067,-0.24543704230660016
86219,038N1pDTNC5oOF9Vzk8fkv,"nothing,nowhere.",All Out Alternative,pretend,0,179690,False,0.533,0.838,1,-5.625,0,0.0837,0.0251,0.0,0.318,0.722,80.049,4,punk,1.1925970651400353,0.10274400655875122
86220,57fhqwIkHMUIzcvqODgf4l,"nothing,nowhere.",Here to Forever - All New Indie,pretend,0,179690,False,0.533,0.838,1,-5.625,0,0.0837,0.0251,0.0,0.318,0.722,80.049,4,punk,1.1925970651400353,0.10274400655875122
86163,4MbHRawvVQnFG38J8NliN2,"nothing,nowhere.;Buddy Nielsen",Rock - Best of 2022,M1SERY_SYNDROME,3,184111,True,0.33,0.913,5,-5.619,1,0.0839,3.74e-05,0.00387,0.201,0.19,167.956,4,punk,1.0802218317601457,-2.1157917133976047
86164,3zTd4pcf5TmpRJJ3JWSbtF,"nothing,nowhere.;Buddy Nielsen",Rock Brandneu,M1SERY_SYNDROME,0,184111,True,0.33,0.913,5,-5.619,1,0.0839,3.74e-05,0.00387,0.201,0.19,167.956,4,punk,1.0802218317601457,-2.1157917133976047
32777,4ygRdvjxDYngbgddCtXDjT,Nouvelle Vague;Camille,Nouvelle vague,In a Manner of Speaking,61,238000,False,0.805,0.337,6,-12.664,1,0.0363,0.755,0.00783,0.11,0.643,119.98,4,electronic,-1.1743211862682608,2.1912468153695412
87933,5Y0fOjIwvBC7ZZC6l6dOPz,Novos Baianos,Infinito Circular (Ao Vivo),Dê Um Rolê - Ao Vivo,41,196533,False,0.522,0.55,0,-9.911,1,0.0662,0.188,0.0,0.754,0.391,138.276,4,r-n-b,0.13943760796026927,-0.7132464970371387
96332,5Y0fOjIwvBC7ZZC6l6dOPz,Novos Baianos,Infinito Circular (Ao Vivo),Dê Um Rolê - Ao Vivo,41,196533,False,0.522,0.55,0,-9.911,1,0.0662,0.188,0.0,0.754,0.391,138.276,4,samba,0.13943760796026927,-0.7132464970371387
96508,3S15asiD5pqbEp4mb9tMxa,Novos Baianos,Dois Momentos,Quando você chegar,39,198466,False,0.53,0.59,0,-6.059,1,0.0652,0.737,0.0,0.101,0.904,153.043,4,samba,0.13330419476328484,1.2436913808251753
96591,6ewpRtpwS519dIop5TpF1F,Novos Baianos,Acabou Chorare - Novos Baianos Se Encontram (Ao Vivo),Brasil Pandeiro - Ao Vivo,38,248230,False,0.559,0.76,11,-9.536,1,0.0359,0.537,0.000339,0.843,0.686,103.816,4,samba,0.27355445757929586,0.16401929958865727
32405,12LOYGBr0T0IqyuhEILYFh,NTO,La clé des champs,La clé des champs,59,416000,False,0.461,0.526,6,-10.668,1,0.0506,0.00142,0.861,0.108,0.0401,120.011,4,electronic,-1.4906584156957619,-2.332007946767069
32767,3H0ZT9YkGlYH9rNIcB4ysg,NTO,The Morning After,The Morning After,53,408595,False,0.879,0.456,9,-9.695,0,0.112,0.00551,0.865,0.0819,0.238,120.991,4,electronic,-0.8055364650858354,-0.48625558923925294
32978,18MlLrfCkYOnKutil99GwY,NTO,Alter Ego,Alter Ego,52,444878,False,0.716,0.534,6,-9.327,1,0.0531,0.00729,0.74,0.0682,0.271,123.003,4,electronic,-0.6526764983018655,-0.8677745534826786
32768,5pK2Elt8xOENwe8xAGfASw,NTO;Monolink,Apnea,Beyond Control,51,332146,False,0.669,0.619,8,-9.02,0,0.0376,0.00122,0.817,0.0677,0.432,124.994,4,electronic,-0.4311081119749333,-0.9265482694431575
32724,2xUsXYIiK18wSnv2SXFGtj,NTO;Paul Kalkbrenner,Invisible (Paul Kalkbrenner Remix),Invisible - Paul Kalkbrenner Remix,61,457036,False,0.705,0.597,1,-8.817,0,0.0406,0.393,0.838,0.103,0.465,128.001,4,electronic,-0.9152750204829485,-0.4355465703397707
86368,53aldgyl3B6Zvpl5wP0UTf,NTRL,XXV,Sorry,42,229213,False,0.532,0.85,11,-7.375,1,0.0572,0.00165,0.582,0.187,0.421,95.991,3,punk,0.16853132903242027,-1.3235408426338322
86772,5dgHBBHOxxNXhfk6t7DGfG,NTRL;Indra7,XXV,Pertempuran Hati,38,285893,False,0.549,0.809,0,-9.882,1,0.0346,0.000869,0.0805,0.249,0.321,115.989,4,punk,0.4594079053857897,-0.8216645796901249
32307,1jk9NRyYFKPgfCX9BnW6yW,Nu,Man O To,Man O To - Original Mix,55,580406,False,0.863,0.421,7,-9.874,0,0.0776,0.786,0.505,0.101,0.104,106.995,4,electronic,-1.799504342223738,0.5200144219910421
32933,6iKvgAl0uHqUrSXef7YccS,Nu,Man O To,Man O To,50,222249,False,0.756,0.518,7,-6.924,0,0.0736,0.794,0.0452,0.101,0.27,107.035,4,electronic,-0.7745954877086324,1.0083986180257296
